category_name,customer_state,segment_label,action_posture,action_sort,current_confidence,growth_confidence,prior_orders,current_orders,prior_gmv,current_gmv,gmv_change,gmv_growth_rate,contribution_to_market_change,current_active_sellers,current_local_active_sellers,current_top_seller_share,current_interstate_gmv_share,current_freight_burden,current_on_time_eligible_orders,current_on_time_rate,current_low_review_rate,current_average_review_score,current_review_coverage,observed_late_orders,excess_late_orders_to_peer_median_scenario,is_high_commercial_scale,passes_strong_execution,fails_execution_guardrail,has_supply_risk_signal
pet_shop,SP,pet_shop × SP,Defend,3,high,medium,147,494,15031.10,59248.77,44217.67,2.9417454477716202,0.01046654071707520925,86,57,0.08944320700666022265,0.43420968907877750036,0.14464146090475569009,494,0.96761133603238866397,0.07942973523421588595,4.3971486761710794,0.99392712550607287449,16,0,t,t,f,f
construction_tools_construction,SP,construction_tools_construction × SP,Investigate supply,4,medium,insufficient,2,303,88.39,56455.51,56367.12,637.7092431270505713,0.01334237549342297703,84,60,0.31261784722164408753,0.21824636780360322668,0.09943026378295532238,303,0.92739273927392739274,0.10264900662251655629,4.2814569536423841,0.99669966996699669967,22,2,t,f,f,t
furniture_decor,RJ,furniture_decor × RJ,Investigate supply,4,medium,medium,233,391,22914.65,48693.49,25778.84,1.12499383582118862824,0.00610197865466378231,102,4,0.15478865860713619007,0.98789756084437570607,0.18654512772280701168,391,0.85166240409207161125,0.23650385604113110540,3.7634961439588689,0.99488491048593350384,58,32,f,f,t,t
housewares,RJ,housewares × RJ,Investigate supply,4,high,medium,190,407,17360.34,46151.23,28790.89,1.6584289247791230,0.00681494575507559469,156,10,0.05083288137715939532,0.97591656820414103806,0.20548748198406954476,407,0.91154791154791154791,0.17487684729064039409,4.0270935960591133,0.99754299754299754300,36,9,f,f,t,t
furniture_decor,MG,furniture_decor × MG,Investigate supply,4,medium,medium,199,366,18870.84,43150.67,24279.83,1.2866321795956089,0.00574715558957910215,97,13,0.24483652281644757775,0.85831877002141565820,0.19900477656756879171,366,0.95355191256830601093,0.13498622589531680441,4.1460055096418733,0.99180327868852459016,17,0,f,f,f,t
musical_instruments,SP,musical_instruments × SP,Investigate supply,4,medium,exploratory,39,163,12433.30,42807.51,30374.21,2.4429725012667594,0.00718972541325657800,32,16,0.31127949278058920035,0.59318656936598274462,0.07953646019575340807,163,0.95705521472392638037,0.08024691358024691358,4.3888888888888889,0.99386503067484662577,7,0,f,t,f,t
watches_gifts,PR,watches_gifts × PR,Investigate supply,4,medium,exploratory,39,178,8184.33,39292.88,31108.55,3.8009892074244318,0.00736354731545488490,30,2,0.15511461618491696206,0.98852209357013280778,0.08101405204040154567,178,0.93820224719101123596,0.15254237288135593220,4.1073446327683616,0.99438202247191011236,11,0,f,f,f,t
cool_stuff,RJ,cool_stuff × RJ,Investigate supply,4,medium,medium,164,179,25492.57,30765.90,5273.33,0.20685752750703440257,0.00124822323653811278,55,3,0.23434516786442132361,0.97937066687468918510,0.13022201377185937064,179,0.87150837988826815642,0.23163841807909604520,3.8474576271186441,0.98882681564245810056,23,11,f,f,t,t
garden_tools,RJ,garden_tools × RJ,Investigate supply,4,medium,medium,146,209,21781.60,30670.24,8888.64,0.40808021449296654057,0.00210398495622730433,57,6,0.23351300804949684124,0.97224769026913385745,0.17848554311939482153,209,0.81818181818181818182,0.26315789473684210526,3.6507177033492823,1.00000000000000000000,38,24,f,f,t,t
baby,MG,baby × MG,Investigate supply,4,medium,exploratory,67,201,7721.20,30540.81,22819.61,2.9554486349272134,0.00540151430893524276,75,10,0.23934794132834066942,0.86318535755927887964,0.15992150673186500456,201,0.92039800995024875622,0.19500000000000000000,3.8700000000000000,0.99502487562189054726,16,3,f,f,t,t
furniture_decor,RS,furniture_decor × RS,Investigate supply,4,medium,medium,121,225,11146.74,30218.23,19071.49,1.71094777486511751418,0.00451431580678703067,67,4,0.24698666996710263970,0.92607442593427874498,0.18542241233141070620,225,0.93777777777777777778,0.16000000000000000000,4.0000000000000000,1.00000000000000000000,14,0,f,f,f,t
garden_tools,MG,garden_tools × MG,Investigate supply,4,medium,medium,107,222,14685.29,29639.92,14954.63,1.01834080225858665372,0.00353983472679122252,43,4,0.32226402770317868604,0.64691065293023732858,0.16284844691586208767,222,0.95945945945945945946,0.07239819004524886878,4.3257918552036199,0.99549549549549549550,9,0,f,t,f,t
health_beauty,BA,health_beauty × BA,Investigate supply,4,medium,exploratory,76,179,13794.58,28373.99,14579.41,1.05689408448825553225,0.00345101830096279330,76,1,0.09286674168842661889,0.99675759383858244822,0.15229454772295969827,179,0.84357541899441340782,0.16853932584269662921,3.8932584269662921,0.99441340782122905028,28,16,f,f,t,t
watches_gifts,BA,watches_gifts × BA,Investigate supply,4,medium,exploratory,31,129,8595.61,27238.39,18642.78,2.1688722499043116,0.00441283803396866840,27,0,0.22083867658844740824,1.00000000000000000000,0.09430763307049855260,129,0.87596899224806201550,0.17187500000000000000,3.9218750000000000,0.99224806201550387597,16,7,f,f,t,t
[unknown],SP,[unknown] × SP,Investigate supply,4,medium,medium,174,233,17902.88,26504.29,8601.41,0.48044839712940040932,0.00203599619765713290,71,46,0.37891262131526632104,0.17547612103550029071,0.11446390972067696128,233,0.93562231759656652361,0.18534482758620689655,4.0129310344827586,0.99570815450643776824,15,0,f,f,t,t
bed_bath_table,SP,bed_bath_table × SP,Monitor,5,high,high,980,2455,106756.69,267983.44,161226.75,1.5102261975338501,0.03816316742959783933,134,100,0.16663977445770529701,0.12360614521554018412,0.14490581257474559376,2455,0.96048879837067209776,0.13308763308763308763,4.1302211302211302,0.99470468431771894094,97,0,t,f,f,f
watches_gifts,SP,watches_gifts × SP,Monitor,5,high,medium,297,1279,73385.28,245785.97,172400.69,2.3492543736291529,0.04080809417449768059,58,37,0.18786629684355050860,0.17507968416586186754,0.06205164902487872567,1277,0.93500391542678151919,0.13254901960784313725,4.1568627450980392,0.99687255668491008600,83,0,t,f,f,f
computers_accessories,SP,computers_accessories × SP,Monitor,5,high,high,525,1671,72895.70,208296.29,135400.59,1.8574564754848366,0.03204998789739500988,155,94,0.06288686178712064435,0.58302680282975755353,0.12109834873674941443,1670,0.95089820359281437126,0.14097180563887222555,4.1079784043191362,0.99760622381807301017,82,0,t,f,f,f
perfumery,SP,perfumery × SP,Monitor,5,high,medium,291,697,48673.38,78250.02,29576.64,0.60765535493939397675,0.00700093665799838202,108,69,0.19854780867787637626,0.35748348690517906577,0.11114602157580309498,697,0.92682926829268292683,0.13218390804597701149,4.2715517241379310,0.99856527977044476327,51,4,t,f,f,f
health_beauty,RJ,health_beauty × RJ,Monitor,5,high,medium,190,547,35461.22,75977.10,40515.88,1.1425404991706433,0.00959030875458008368,165,23,0.10142858835096364562,0.74291358843651573961,0.12843411557005544141,547,0.90676416819012797075,0.13468634686346863469,4.1734317343173432,0.99085923217550274223,51,14,t,f,f,f
computers_accessories,MG,computers_accessories × MG,Monitor,5,high,medium,156,541,17811.23,65885.83,48074.60,2.6991173546127920,0.01137949508323491162,97,12,0.14830503008006425661,0.78164288132971839317,0.15616333685071598738,541,0.93160813308687615527,0.15398886827458256030,4.0037105751391466,0.99630314232902033272,37,1,t,f,f,f
telephony,SP,telephony × SP,Monitor,5,high,medium,336,815,19435.15,56411.66,36976.51,1.9025585086814354,0.00875252240767861910,81,65,0.15318552937460092470,0.28203548698974644604,0.13530877504710366854,815,0.95092024539877300613,0.14919852034525277435,4.0567200986436498,0.99509202453987730061,40,0,f,f,f,f
auto,MG,auto × MG,Monitor,5,medium,exploratory,75,296,15573.15,42240.17,26667.02,1.7123716139637774,0.00631221524411075813,105,9,0.05831652666170614370,0.89965191901453048129,0.14198139748404932775,296,0.93243243243243243243,0.11186440677966101695,4.1864406779661017,0.99662162162162162162,20,0,f,f,f,f
auto,RJ,auto × RJ,Monitor,5,medium,exploratory,72,242,14199.51,33203.94,19004.43,1.33838632459852487868,0.00449844237382488989,96,5,0.10540857500646007673,0.85942993512215718978,0.14133278302399121160,242,0.90082644628099173554,0.13750000000000000000,4.0875000000000000,0.99173553719008264463,24,8,f,f,f,f
electronics,SP,electronics × SP,Monitor,5,high,medium,119,641,8929.18,32685.83,23756.65,2.6605634559948394,0.00562331630152164892,81,62,0.14504909313913705113,0.23131369159051491120,0.19038448391510560279,641,0.96879875195007800312,0.08463949843260188088,4.2931034482758621,0.99531981279251170047,20,0,f,t,f,f
small_appliances,SP,small_appliances × SP,Monitor,5,medium,exploratory,73,147,24787.60,32585.18,7797.58,0.31457583630524939889,0.00184572566950387278,43,28,0.22507164299844285040,0.18279230005787907263,0.07639975612666561037,147,0.97278911564625850340,0.09655172413793103448,4.3103448275862069,0.98639455782312925170,4,0,f,t,f,f
bed_bath_table,RS,bed_bath_table × RS,Monitor,5,medium,medium,155,258,16441.77,31120.18,14678.41,0.89275120622658022828,0.00347445208955885559,65,3,0.14064828673870138283,0.90890091252685556446,0.17977611601989189554,258,0.90310077519379844961,0.14453125000000000000,4.0429687500000000,0.99224806201550387597,25,8,f,f,f,f
health_beauty,PR,health_beauty × PR,Monitor,5,medium,exploratory,84,210,13812.67,31113.94,17301.27,1.25256521729687308826,0.00409529599619590552,97,12,0.07145510983179886572,0.83400302243945961199,0.12981192781402092326,210,0.94285714285714285714,0.09615384615384615385,4.2884615384615385,0.99047619047619047619,12,0,f,t,f,f
sports_leisure,PR,sports_leisure × PR,Monitor,5,medium,medium,109,227,16356.22,29463.69,13107.47,0.80137525663019939815,0.00310260283847705664,98,24,0.08077739074773051169,0.63410217796888305572,0.14802818962181931322,227,0.93832599118942731278,0.14159292035398230088,4.1548672566371681,0.99559471365638766520,14,0,f,f,f,f
fashion_bags_accessories,SP,fashion_bags_accessories × SP,Monitor,5,medium,medium,191,356,12702.19,27528.95,14826.76,1.16726013388242499915,0.00350956726671265197,51,30,0.14373850074194620572,0.26700727779301426317,0.13404070195394040664,356,0.98033707865168539326,0.05099150141643059490,4.4674220963172805,0.99157303370786516854,7,0,f,t,f,f
sports_leisure,RS,sports_leisure × RS,Monitor,5,medium,medium,107,196,11370.90,26948.16,15577.26,1.36992322507453235892,0.00368721432066562924,96,3,0.05547688599147400045,0.94864955529431322955,0.15113104155615391691,196,0.92857142857142857143,0.11282051282051282051,4.2564102564102564,0.99489795918367346939,14,1,f,f,f,f
computers_accessories,RS,computers_accessories × RS,Monitor,5,medium,exploratory,92,217,12280.30,26900.16,14619.86,1.19051326107668379437,0.00346059301559623491,71,6,0.07526721030655579744,0.86878107788206464199,0.16913679695183122396,217,0.92165898617511520737,0.14285714285714285714,4.0875576036866359,1.00000000000000000000,17,3,f,f,f,f
home_construction,SP,home_construction × SP,Monitor,5,medium,insufficient,8,162,2163.39,26208.98,24045.59,11.1147735729572569,0.00569170982553120688,42,31,0.20517204408565308532,0.16681343570028288014,0.10599413160032937263,162,0.93827160493827160494,0.17901234567901234568,3.9938271604938272,1.00000000000000000000,10,0,f,f,t,f
furniture_decor,PR,furniture_decor × PR,Monitor,5,medium,exploratory,94,215,10113.60,26065.38,15951.78,1.57726032273374466065,0.00377586505303933883,67,9,0.22256341553432177087,0.67291748671993272302,0.18160838844667046788,215,0.96279069767441860465,0.11627906976744186047,4.2511627906976744,1.00000000000000000000,8,0,f,t,f,f
computers_accessories,PR,computers_accessories × PR,Monitor,5,medium,exploratory,72,200,9277.58,25908.30,16630.72,1.7925709074995850,0.00393657350182126340,59,12,0.08734421015659074505,0.62640736752314895227,0.13723292343380517235,200,0.95000000000000000000,0.15500000000000000000,4.0450000000000000,1.00000000000000000000,10,0,f,f,f,f
home_appliances,SP,home_appliances × SP,Monitor,5,medium,exploratory,70,243,4284.62,25877.37,21592.75,5.0395951099514076,0.00511111049199620252,28,21,0.41686152804554713249,0.28961327986576688435,0.12012829479649878835,243,0.95884773662551440329,0.09543568464730290456,4.3734439834024896,0.99176954732510288066,10,0,f,t,f,t
health_beauty,RS,health_beauty × RS,Monitor,5,medium,exploratory,89,228,12279.35,25716.72,13437.37,1.09430629471429676652,0.00318069179663706623,99,4,0.10066797009883064403,0.95921330558484907873,0.17572898153326912259,228,0.91228070175438596491,0.13157894736842105263,4.2061403508771930,1.00000000000000000000,20,5,f,f,f,f
luggage_accessories,SP,luggage_accessories × SP,Monitor,5,medium,medium,137,197,20168.93,25638.23,5469.30,0.27117452437982580137,0.00129461030271155043,49,29,0.08981899296480295247,0.51655164962635876190,0.15528256661587249290,197,0.98984771573604060914,0.07142857142857142857,4.4030612244897959,0.99492385786802030457,2,0,f,t,f,f
health_beauty,PE,health_beauty × PE,Monitor,5,medium,exploratory,40,136,9367.24,25271.38,15904.14,1.6978469645274382,0.00376458842992099128,60,0,0.14124673840526318705,1.00000000000000000000,0.15552213918253526680,136,0.83823529411764705882,0.14814814814814814815,4.0814814814814815,0.99264705882352941176,22,13,f,f,t,t
watches_gifts,PE,watches_gifts × PE,Monitor,5,medium,insufficient,16,105,2439.38,24355.43,21916.05,8.9842705933474899,0.00518763719758314130,23,0,0.19084039986155038117,1.00000000000000000000,0.12269673687130110908,105,0.90476190476190476190,0.20952380952380952381,3.8190476190476190,1.00000000000000000000,10,3,f,f,t,t
health_beauty,SC,health_beauty × SC,Monitor,5,medium,exploratory,57,158,6050.89,23329.93,17279.04,2.8556195865401619,0.00409003404548388062,79,6,0.11245211623009584684,0.81543065067061924318,0.14432961710377629415,158,0.89873417721518987342,0.14102564102564102564,4.1858974358974359,0.98734177215189873418,16,5,f,f,t,f
consoles_games,SP,consoles_games × SP,Monitor,5,medium,medium,107,163,18514.99,23163.60,4648.61,0.25107277940738828376,0.00110034892934890030,35,26,0.45090400455887685852,0.65581472655373085358,0.09346113701285511839,163,0.95092024539877300613,0.10691823899371069182,4.1320754716981132,0.97546012269938650307,8,0,f,t,f,t
baby,RJ,baby × RJ,Monitor,5,medium,exploratory,75,174,8731.38,22732.20,14000.82,1.6035059750005154,0.00331406319243960460,69,3,0.11326664379162597549,0.99019892487308751463,0.16837420636444951737,174,0.82183908045977011494,0.25730994152046783626,3.6666666666666667,0.98275862068965517241,31,19,f,f,t,t
watches_gifts,RS,watches_gifts × RS,Monitor,5,medium,exploratory,43,117,12390.43,22715.51,10325.08,0.83331086975996797528,0.00244399739350940250,26,0,0.18482613861630225339,1.00000000000000000000,0.08650115074544095286,117,0.89743589743589743590,0.20869565217391304348,3.8869565217391304,0.98290598290598290598,12,4,f,f,t,t
perfumery,RJ,perfumery × RJ,Monitor,5,medium,medium,122,175,17044.31,22670.32,5626.01,0.33008141720022693790,0.00133170433312456984,62,10,0.18491137310809904757,0.67995820085468577418,0.11615997005824606820,175,0.90285714285714285714,0.13294797687861271676,4.2832369942196532,0.98857142857142857143,17,5,f,f,f,f
housewares,RS,housewares × RS,Monitor,5,medium,exploratory,90,195,9427.25,22525.11,13097.86,1.3893616908430348,0.00310032810404869140,90,10,0.10954397115041835534,0.76957315635750502439,0.19710231094391435039,195,0.90769230769230769231,0.11855670103092783505,4.2113402061855670,0.99487179487179487179,18,5,f,f,f,f
housewares,PR,housewares × PR,Monitor,5,medium,exploratory,74,172,6390.13,22350.38,15960.25,2.4976408930647733,0.00377786994384144638,97,15,0.10461030192775245879,0.89201033718442371002,0.18474614849259025272,172,0.97674418604651162791,0.12209302325581395349,4.1395348837209302,1.00000000000000000000,4,0,f,t,f,f
pet_shop,MG,pet_shop × MG,Monitor,5,medium,exploratory,49,134,5164.33,21732.80,16568.47,3.2082516028216632,0.00392183861959798181,47,6,0.15340867260546271074,0.81963345726275491423,0.14073758944884212208,134,0.92537313432835820896,0.12686567164179104478,4.2164179104477612,1.00000000000000000000,10,1,f,f,f,f
bed_bath_table,PR,bed_bath_table × PR,Monitor,5,medium,exploratory,97,203,12493.12,21702.76,9209.64,0.73717694218898081504,0.00217996724046302146,55,5,0.15145539092723690443,0.97135848159404610289,0.19063704799844264062,203,0.96551724137931034483,0.18905472636815920398,3.9452736318407960,0.99014778325123152709,7,0,f,f,t,f
sports_leisure,SC,sports_leisure × SC,Monitor,5,medium,exploratory,73,155,9218.68,21118.65,11899.97,1.2908540051287169,0.00281678162908569081,79,10,0.05677446238277541415,0.89312337673099369515,0.15333274265964326249,155,0.92903225806451612903,0.13636363636363636364,4.2207792207792208,0.99354838709677419355,11,1,f,f,f,f
health_beauty,DF,health_beauty × DF,Monitor,5,medium,exploratory,34,130,3141.12,20904.93,17763.81,5.6552471729828851,0.00420478149697593231,65,2,0.12910830124760044640,0.97905422309474368008,0.11949397585286802474,130,0.91538461538461538462,0.10769230769230769231,4.2692307692307692,1.00000000000000000000,11,2,f,f,f,t
cool_stuff,MG,cool_stuff × MG,Monitor,5,medium,medium,153,150,27024.06,20720.39,-6303.67,-0.23326139743621054719,-0.00149210979958929279,58,6,0.17130517330996182987,0.95366979096435926158,0.13286101932109987311,150,0.92000000000000000000,0.16000000000000000000,4.0466666666666667,1.00000000000000000000,12,2,f,f,f,f
sports_leisure,BA,sports_leisure × BA,Monitor,5,medium,exploratory,64,122,8266.91,19914.36,11647.45,1.4089242534393141,0.00275700889882026000,61,1,0.08877011362654888231,0.99487806788669081005,0.17016066022581189565,122,0.81147540983606557377,0.21487603305785123967,3.8347107438016529,0.99180327868852459016,23,15,f,f,t,t
telephony,RJ,telephony × RJ,Monitor,5,medium,medium,101,198,6004.93,19880.10,13875.17,2.3106297658757055,0.00328432121731743059,50,3,0.13973621863069099250,0.85699971328112031630,0.15526729409425180981,198,0.87878787878787878788,0.15816326530612244898,4.0561224489795918,0.98989898989898989899,24,11,f,f,t,f
furniture_decor,SC,furniture_decor × SC,Monitor,5,medium,exploratory,79,144,7097.97,18761.47,11663.50,1.6432162998716534,0.00276080801303204586,47,1,0.33195693088014958316,0.98401084776406113167,0.19893196450812256064,144,0.89583333333333333333,0.14583333333333333333,4.1319444444444444,1.00000000000000000000,15,5,f,f,t,t
toys,MG,toys × MG,Monitor,5,medium,medium,126,143,14561.98,18737.18,4175.20,0.28671925109085440304,0.00098829044592201293,74,11,0.14462581882652565648,0.73317542981387807557,0.15296867230233714570,143,0.90209790209790209790,0.12676056338028169014,4.1760563380281690,0.99300699300699300699,14,4,f,f,f,f
toys,RJ,toys × RJ,Monitor,5,medium,medium,153,154,19466.67,18639.85,-826.82,-0.04247362286410567395,-0.00019571237461612348,84,11,0.13089912204229111286,0.76458233301233647266,0.14268322074060991405,154,0.88961038961038961039,0.16993464052287581699,4.1045751633986928,0.99350649350649350649,17,7,f,f,t,f
telephony,MG,telephony × MG,Monitor,5,medium,medium,122,201,6052.49,18605.33,12552.84,2.0739959917323283,0.00297131918020398564,45,0,0.15802729647901972177,1.00000000000000000000,0.16015499277985346646,201,0.91542288557213930348,0.11557788944723618090,4.2110552763819095,0.99004975124378109453,17,4,f,f,f,t
perfumery,MG,perfumery × MG,Monitor,5,medium,exploratory,89,166,15140.81,18542.54,3401.73,0.22467292040518307805,0.00080520627960487858,53,3,0.16682180542687247810,0.97660676476901222810,0.13494259866088423441,166,0.93373493975903614458,0.10240963855421686747,4.3674698795180723,1.00000000000000000000,11,-0,f,t,f,t
computers_accessories,SC,computers_accessories × SC,Monitor,5,medium,exploratory,66,148,11764.26,18444.11,6679.85,0.56780876995238119525,0.00158115346215562323,52,1,0.07545227175504808852,0.99293595624836329864,0.16871691833967924311,148,0.87162162162162162162,0.16438356164383561644,3.9383561643835616,0.98648648648648648649,19,9,f,f,t,t
auto,RS,auto × RS,Monitor,5,medium,exploratory,31,119,3713.41,18113.82,14400.41,3.8779477622993421,0.00340864811754163017,58,4,0.10378815732959695967,0.97911152920808531828,0.14405401293051713563,119,0.93277310924369747899,0.07563025210084033613,4.3529411764705882,1.00000000000000000000,8,0,f,f,f,t
health_beauty,GO,health_beauty × GO,Monitor,5,medium,insufficient,29,121,3566.50,18085.27,14518.77,4.0708734052993131,0.00343666451368536686,63,3,0.11299803652364603901,0.98619373667078235492,0.14625917456744758671,121,0.87603305785123966942,0.13223140495867768595,4.0991735537190083,1.00000000000000000000,15,7,f,f,t,t
housewares,SC,housewares × SC,Monitor,5,medium,exploratory,59,124,5525.39,17898.54,12373.15,2.2393260928187875,0.00292878567037745601,76,6,0.13062964912221890724,0.88162386429284176251,0.18326179826654851136,124,0.88709677419354838710,0.15447154471544715447,4.0325203252032520,0.99193548387096774194,14,6,f,f,t,f
bed_bath_table,SC,bed_bath_table × SC,Monitor,5,medium,exploratory,65,143,8080.96,17556.92,9475.96,1.1726280045935136,0.00224300649883578216,53,5,0.13832152792175392950,0.84581692005203646198,0.17337032161347247255,143,0.86013986013986013986,0.17730496453900709220,3.9716312056737589,0.98601398601398601399,20,10,f,f,t,f
construction_tools_lights,SP,construction_tools_lights × SP,Monitor,5,medium,insufficient,0,105,0,17077.16,17077.16,,0.00404224805314273865,20,17,0.42006984767959075162,0.04409222610785399914,0.11981115056928001155,105,0.98095238095238095238,0.04761904761904761905,4.3428571428571429,1.00000000000000000000,2,0,f,t,f,t
