seller_id,action_posture,action_sort,current_confidence,growth_confidence,prior_orders,current_orders,prior_gmv,current_gmv,gmv_change,gmv_growth_rate,contribution_to_market_change,current_state_reach,current_categories,current_top_category_share,current_freight_burden,current_on_time_eligible_orders,current_on_time_rate,current_median_handling_hours,current_p90_handling_hours,current_low_review_rate,current_average_review_score,current_review_coverage,observed_late_orders,excess_late_orders_to_peer_median_scenario,is_high_commercial_scale,passes_strong_execution,fails_execution_guardrail,has_operating_or_concentration_signal
8160255418d5aaa7dbdc9f4c64ebda44,Investigate,4,medium,insufficient,0,268,0,29904.69,29904.69,,0.00707858771202806116,18,3,0.99212531546055150547,0.15005778132227994354,268,0.91044776119402985075,44.14527777777778,124.16416666666667,0.12075471698113207547,4.1094339622641509,0.98880597014925373134,24,5,f,f,f,t
0241d4d5d36f10f80c644447315af0bd,Investigate,4,medium,insufficient,0,213,0,29823.10,29823.10,,0.00705927495635581144,18,1,1.00000000000000000000,0.17520164942523172572,213,0.95305164319248826291,28.728749999999998,92.2166111111111,0.10849056603773584906,4.3443396226415094,0.99530516431924882629,10,0,f,t,f,t
fe2032dab1a61af8794248c8196565c9,Investigate,4,medium,medium,109,129,24193.80,28858.61,4664.81,0.19281014144119567823,0.00110418354930098322,17,2,0.99002030936347939142,0.06847190400473081544,129,0.89922480620155038760,28.204305555555557,90.49808333333333,0.09523809523809523810,4.4206349206349206,0.97674418604651162791,13,4,f,f,f,t
88460e8ebdecbfecb5f9601833981930,Investigate,4,medium,insufficient,0,231,0,26187.30,26187.30,,0.00619866315254204093,13,1,1.00000000000000000000,0.14614519310715857774,231,0.82683982683982683983,159.2122222222222,414.0475,0.29565217391304347826,3.4652173913043478,0.99567099567099567100,40,24,f,f,t,t
0b90b6df587eb83608a64ea8b390cf07,Investigate,4,medium,insufficient,0,151,0,24816.22,24816.22,,0.00587412174983205016,13,1,1.00000000000000000000,0.11461110629460397786,151,0.96026490066225165563,42.27027777777778,95.38166666666666,0.16666666666666666667,4.0466666666666667,0.99337748344370860927,6,0,f,f,f,t
1835b56ce799e6a4dc4eddc053f04066,Investigate,4,medium,insufficient,0,283,0,23666.23,23666.23,,0.00560191344127057869,14,2,0.99277578220105187856,0.20279675287512164592,283,0.91166077738515901060,29.690694444444446,85.96391666666666,0.22142857142857142857,3.7535714285714286,0.98939929328621908127,25,5,f,f,t,t
4e922959ae960d389249c378d1c939f5,Investigate,4,medium,medium,169,151,12727.35,23314.27,10586.92,0.83182437820913230170,0.00250597621377195755,18,16,0.60139133672210195730,0.10223760277034699805,151,0.86092715231788079470,70.80805555555555,173.52402777777777,0.22666666666666666667,3.7800000000000000,0.99337748344370860927,21,10,f,f,t,t
612170e34b97004b3ba37eae81836b4c,Investigate,4,medium,insufficient,0,107,0,23065.02,23065.02,,0.00545960406711059273,20,12,0.20336856417206661863,0.09092908425324214649,107,0.99065420560747663551,99.815,214.95561111111112,0.07476635514018691589,4.4299065420560748,1.00000000000000000000,1,0,f,t,f,t
7ad32824caee82087b3e2e5f33b1bf32,Investigate,4,medium,insufficient,0,147,0,22018.10,22018.10,,0.00521179293623191056,12,1,1.00000000000000000000,0.13640285851002910283,147,0.87074829931972789116,25.190694444444446,76.99833333333333,0.19444444444444444444,3.8611111111111111,0.97959183673469387755,19,9,f,f,t,t
8581055ce74af1daba164fdbd55a40de,Investigate,4,medium,medium,174,114,30948.90,18838.03,-12110.87,-0.39131826979311057905,-0.00286670269994336290,14,1,1.00000000000000000000,0.12422437635139941172,114,0.85964912280701754386,76.88666666666666,135.116,0.15044247787610619469,4.1681415929203540,0.99122807017543859649,16,8,f,f,t,t
f457c46070d02cadd8a68551231220dd,Investigate,4,medium,insufficient,0,192,0,18543.60,18543.60,,0.00438936163848424963,12,1,1.00000000000000000000,0.16181890667078895768,192,0.94270833333333333333,44.04833333333333,97.65894444444446,0.20418848167539267016,3.8586387434554974,0.99479166666666666667,11,0,f,f,t,t
6560211a19b47992c3666cc44a7e94c0,Monitor,5,high,medium,357,983,22475.95,66846.93,44370.98,1.9741537065174108,0.01050282995070816187,25,7,0.86847668247442328316,0.18650000164289519022,983,0.94404883011190233978,21.560277777777777,62.89472222222222,0.16581371545547594678,3.9651995905834186,0.99389623601220752798,55,0,t,f,f,f
1f50f920176fa81dab994f9023523100,Monitor,5,high,medium,194,617,15394.30,45624.42,30230.12,1.9637216372293641,0.00715561859912721825,23,3,0.91657756964362505869,0.26266042289002648477,617,0.91572123176661264182,60.32,137.62094444444446,0.14471544715447154472,4.1105691056910569,0.99675850891410048622,52,8,t,f,f,f
7a67c85e85bb2ce8582c35f2203ad736,Monitor,5,medium,medium,546,361,65001.50,43511.58,-21489.92,-0.33060652446482004261,-0.00508677012349788853,22,2,0.87515231577432950033,0.13481416379673742732,361,0.90581717451523545706,26.791944444444443,78.56911111111111,0.12849162011173184358,4.1284916201117318,0.99168975069252077562,34,8,t,f,f,f
53243585a1d6dc2643021fd1853d8905,Monitor,5,medium,exploratory,32,110,33096.00,40383.13,7287.13,0.22018159294174522601,0.00172489963527296372,21,2,0.53468366617446443602,0.10137158164367716595,110,0.96363636363636363636,58.10125,131.2473611111111,0.16363636363636363636,3.9545454545454545,1.00000000000000000000,4,0,t,f,f,f
634964b17796e64304cadf1ad3050fb7,Monitor,5,medium,insufficient,0,240,0,36306.10,36306.10,,0.00859383305199492091,19,11,0.85463875216561404282,0.13107525849757759116,240,0.90416666666666666667,66.31277777777778,141.35116666666667,0.15416666666666666667,4.0375000000000000,1.00000000000000000000,23,6,t,f,f,f
cc419e0650a3c5ba77189a1882b7556a,Monitor,5,high,high,540,478,29328.55,30632.95,1304.40,0.04447543434639625894,0.00030875791762326923,23,4,0.65320871806339252341,0.18932440679239970212,478,0.91213389121338912134,36.6925,83.30694444444444,0.13626834381551362683,4.1320754716981132,0.99790794979079497908,42,8,f,f,f,f
ea8482cd71df3c1969d7b9473ff13abc,Monitor,5,high,insufficient,12,795,300.20,26792.07,26491.87,88.2474017321785476,0.00627075637469055298,25,2,0.97973392873339014119,0.31723545300182948413,795,0.91069182389937106918,65.22833333333334,123.61416666666666,0.15423514538558786346,3.9974715549936789,0.99496855345911949686,71,15,f,f,f,f
77530e9772f57a62c906e1c21538ab82,Monitor,5,medium,exploratory,65,174,9216.30,25426.60,16210.30,1.7588728665516530,0.00383705801291665220,17,2,0.98843730581359678447,0.15696868663157489891,174,0.92528735632183908046,33.07958333333333,83.41708333333334,0.13793103448275862069,4.1896551724137931,1.00000000000000000000,13,1,f,f,f,f
218d46b86c1881d022bce9c68a7d4b15,Monitor,5,medium,medium,105,194,17140.53,25094.28,7953.75,0.46403174230901844925,0.00188269187925182276,18,3,0.95867584166590952201,0.12736885554593085586,194,0.87628865979381443299,33.40152777777777,84.52527777777779,0.15025906735751295337,4.0362694300518135,0.99484536082474226804,24,10,f,f,t,f
9f505651f4a6abe901a56cdc21508025,Monitor,5,medium,insufficient,0,343,0,22692.22,22692.22,,0.00537136046722562281,22,6,0.89403901425246185697,0.18663458446971719947,343,0.96209912536443148688,14.966666666666667,58.82944444444445,0.09411764705882352941,4.3705882352941176,0.99125364431486880466,13,0,f,t,f,f
c003204e1ab016dfa150abc119207b24,Monitor,5,medium,insufficient,0,173,0,22022.60,22022.60,,0.00521285810844082248,16,2,0.76464177708354145287,0.15829198545492348700,173,0.94797687861271676301,20.657916666666665,57.88238888888889,0.05202312138728323699,4.4739884393063584,1.00000000000000000000,9,0,f,t,f,f
7142540dd4c91e2237acb7e911c4eba2,Monitor,5,medium,exploratory,61,164,6141.23,21553.29,15412.06,2.5096047534451568,0.00364811066535179600,18,2,0.88992863734492506712,0.14841813675462895466,164,0.90853658536585365854,32.46722222222222,143.95266666666666,0.14634146341463414634,3.9817073170731707,1.00000000000000000000,15,3,f,f,f,f
f8db351d8c4c4c22c6835c19a46f01b0,Monitor,5,medium,medium,308,260,22625.40,19767.10,-2858.30,-0.12633146817293837899,-0.00067657371660732170,19,18,0.21060246571323056999,0.21635936205385990715,260,0.94615384615384615385,26.2775,70.39538888888889,0.12840466926070038911,4.1322957198443580,0.98846153846153846154,14,0,f,t,f,f
0dd184061fb0eaa7ca37932c68ab91c5,Monitor,5,medium,insufficient,0,159,0,18247.92,18247.92,,0.00431937272321067692,19,3,0.54049995835141758622,0.22477337436625965108,159,0.89308176100628930818,58.36416666666667,130.36111111111111,0.13924050632911392405,4.0253164556962025,0.99371069182389937107,17,6,f,f,t,f
b2ba3715d723d245138f291a6fe42594,Monitor,5,medium,exploratory,96,113,15557.50,17020.69,1463.19,0.09405045797846697734,0.00034634429430174126,18,19,0.46320683826566373044,0.12079761395591975718,113,0.92035398230088495575,133.53194444444443,187.99405555555555,0.12500000000000000000,4.1785714285714286,0.99115044247787610619,9,1,f,f,f,t
391fc6631aebcf3004804e51b40bcf1e,Monitor,5,medium,medium,162,236,12799.28,16626.46,3827.18,0.29901525710821233694,0.00090591239433411800,17,3,0.59956057994305462498,0.21307193997058922365,236,0.89830508474576271186,48.70444444444445,130.19236111111113,0.14893617021276595745,4.0468085106382979,0.99576271186440677966,24,7,f,f,f,f
1e8b33f18b4f7598d87f5cbee2282cc2,Monitor,5,medium,insufficient,0,114,0,16446.16,16446.16,,0.00389288723895975576,13,1,1.00000000000000000000,0.13564274842539880086,114,0.96491228070175438596,26.41486111111111,71.57330555555556,0.11607142857142857143,4.4017857142857143,0.98245614035087719298,4,0,f,t,f,t
e9bc59e7b60fc3063eb2290deda4cced,Monitor,5,medium,exploratory,54,121,11541.99,16078.94,4536.95,0.39308212881834068475,0.00107391845627176580,10,2,0.61671664923185234848,0.13119684443723996326,121,0.89256198347107438017,155.77083333333331,309.97541666666666,0.14876033057851239669,4.0330578512396694,1.00000000000000000000,13,4,f,f,t,t
c33847515fa6305ce6feb1e818569f13,Monitor,5,medium,insufficient,0,114,0,15519.85,15519.85,,0.00367362509032926625,11,2,0.99839560305028721283,0.21988302153485477721,114,0.96491228070175438596,33.94166666666667,74.3883888888889,0.21052631578947368421,3.8508771929824561,1.00000000000000000000,4,0,f,f,t,t
8f2ce03f928b567e3d56181ae20ae952,Monitor,5,medium,insufficient,11,104,1178.90,15313.10,14134.20,11.9893120705742641,0.00334563489671175398,18,1,1.00000000000000000000,0.15104888824332632762,104,0.85576923076923076923,68.3975,135.83372222222226,0.14563106796116504854,4.0776699029126214,0.99038461538461538462,15,8,f,f,t,t
1900267e848ceeba8fa32d80c1a5f5a8,Monitor,5,medium,exploratory,61,264,3541.55,15177.06,11635.51,3.2854286964747074,0.00275418264189261370,15,1,1.00000000000000000000,0.25772170322777538944,264,0.91666666666666666667,24.335277777777776,72.78425,0.19615384615384615385,3.8153846153846154,0.98484848484848484848,22,3,f,f,t,t
2a84855fd20af891be03bc5924d2b453,Monitor,5,medium,insufficient,0,153,0,14769.00,14769.00,,0.00349589518964892916,18,8,0.41120590425892071230,0.17974880952777657444,153,0.97385620915032679739,26.307222222222222,78.26333333333334,0.07894736842105263158,4.3684210526315789,0.99346405228758169935,4,0,f,t,f,f
213b25e6f54661939f11710a6fddb871,Monitor,5,medium,insufficient,0,146,0,14683.70,14683.70,,0.00347570425866666539,16,3,0.90057001981789331027,0.17845475394261934162,146,0.93150684931506849315,211.86916666666667,301.0851944444444,0.20547945205479452055,3.8356164383561644,1.00000000000000000000,10,-0,f,f,t,t
16090f2ca825584b5a147ab24aa30c86,Monitor,5,medium,exploratory,41,320,5190.85,14533.88,9343.03,1.7999036766618184,0.00221154131178452398,18,4,0.75399755605523095003,0.22944239353052857380,320,0.91562500000000000000,19.451666666666668,71.21133333333333,0.14150943396226415094,4.0628930817610063,0.99375000000000000000,27,4,f,f,f,f
53e4c6e0f4312d4d2107a8c9cddf45cd,Monitor,5,medium,medium,118,234,8569.25,14358.88,5789.63,0.67562855559121276658,0.00137043399464060733,18,6,0.87224630333285047302,0.25945455295622395511,234,0.94871794871794871795,67.9275,146.69266666666667,0.11158798283261802575,4.1587982832618026,0.99572649572649572650,12,0,f,t,f,t
4b9750c8ad28220fe6702d4ecb7c898f,Monitor,5,medium,insufficient,0,195,0,14177.55,14177.55,,0.00335589605565760550,17,2,0.97001597596199625464,0.17618890730872280823,195,0.94358974358974358974,29.84513888888889,94.33319444444444,0.07179487179487179487,4.3487179487179487,1.00000000000000000000,11,0,f,t,f,f
8b321bb669392f5163d04c59e235e066,Monitor,5,high,insufficient,0,774,0,14049.94,14049.94,,0.00332569013886221652,27,11,0.82419853750265125687,0.45156369422027638185,774,0.91472868217054263566,33.33555555555556,97.23916666666666,0.13506493506493506494,4.1298701298701299,0.99483204134366925065,66,11,f,f,f,f
ef0ace09169ac090589d85746e3e036f,Monitor,5,medium,insufficient,0,110,0,13894.30,13894.30,,0.00328884938272998283,16,2,0.87030652857646660861,0.12747648714823348260,110,0.90909090909090909091,71.35722222222222,125.72811111111112,0.09090909090909090909,4.3636363636363636,1.00000000000000000000,10,2,f,f,f,t
289cdb325fb7e7f891c38608bf9e0962,Monitor,5,medium,insufficient,0,109,0,13410.55,13410.55,,0.00317434337027195118,13,4,0.93197892703878662695,0.13402496566268911351,109,0.98165137614678899083,23.729166666666668,67.0351388888889,0.05504587155963302752,4.5871559633027523,1.00000000000000000000,2,0,f,t,f,f
79ebd9a61bac3eaf882805ed4ecfa12a,Monitor,5,medium,insufficient,0,106,0,13204.10,13204.10,,0.00312547563637642532,14,1,1.00000000000000000000,0.20519664071115220333,106,0.95283018867924528302,132.9452777777778,181.08727777777779,0.13207547169811320755,4.0471698113207547,1.00000000000000000000,5,0,f,t,f,t
c31eff8334d6b3047ed34bebd4d62c36,Monitor,5,medium,insufficient,0,119,0,12911.62,12911.62,,0.00305624417689585664,19,2,0.82126255264637590016,0.15237760745761599186,119,0.89075630252100840336,113.0748611111111,221.92902777777778,0.17796610169491525424,3.8728813559322034,0.99159663865546218487,13,5,f,f,t,t
00fc707aaaad2d31347cf883cd2dfe10,Monitor,5,medium,insufficient,0,103,0,12684.90,12684.90,,0.00300257843396152085,10,1,1.00000000000000000000,0.15264472454557417874,103,0.96116504854368932039,45.645138888888894,103.42411111111115,0.15686274509803921569,4.0784313725490196,0.99029126213592233010,4,0,f,f,f,t
855668e0971d4dfd7bef1b6a4133b41b,Monitor,5,medium,exploratory,55,118,6678.00,11814.64,5136.64,0.76918837975441749027,0.00121586803893007485,16,2,0.95438202095027863735,0.22430815896422451432,118,0.83898305084745762712,150,453.2588333333333,0.28205128205128205128,3.5213675213675214,0.99152542372881355932,19,11,f,f,t,t
dbc22125167c298ef99da25668e1011f,Monitor,5,medium,medium,163,135,14149.87,11471.55,-2678.32,-0.18928230436039341704,-0.00063397156234955108,14,4,0.55689161447232501275,0.18858212745249213802,135,0.98518518518518518519,18.92666666666667,49.01763888888889,0.04477611940298507463,4.4104477611940299,0.99259259259259259259,2,0,f,t,f,f
8d956fec2e4337affcb520f56fd8cbfd,Monitor,5,medium,insufficient,0,204,0,10630.28,10630.28,,0.00251623973976716221,20,13,0.38340476450291055363,0.23225290642037776784,204,0.93627450980392156863,23.478055555555557,72.77638888888889,0.09803921568627450980,4.2058823529411765,1.00000000000000000000,13,0,f,t,f,f
87142160b41353c4e5fca2360caf6f92,Monitor,5,medium,medium,130,104,12581.90,10408.18,-2173.72,-0.17276563952980074552,-0.00051453025199022752,14,6,0.88360116754322081286,0.19053577858643299832,104,0.94230769230769230769,25.860694444444444,134.60347222222225,0.09708737864077669903,4.2524271844660194,0.99038461538461538462,6,0,f,t,f,f
33a6f4b1e7cdc205511e76ba1b6e0186,Monitor,5,medium,insufficient,0,105,0,10295.01,10295.01,,0.00243687967610451772,12,2,0.93055956235108076631,0.15503233362688989003,105,0.98095238095238095238,30.593333333333334,69.8458888888889,0.08571428571428571429,4.4095238095238095,1.00000000000000000000,2,0,f,t,f,f
54a1852d1b8f10312c55e906355666ee,Monitor,5,medium,exploratory,49,116,4575.42,10102.73,5527.31,1.2080442888303150,0.00130834155600910167,13,5,0.87835961170891432316,0.15375684873847514686,116,0.89655172413793103448,22.286666666666665,59.095333333333336,0.08695652173913043478,4.3565217391304348,0.99137931034482758621,12,4,f,f,t,f
d2374cbcbb3ca4ab1086534108cc3ab7,Monitor,5,medium,medium,203,217,7044.00,9807.70,2763.70,0.39234809767177739920,0.00065418142972663996,20,4,0.91393496946276904881,0.30995203710387692455,217,0.91244239631336405530,61.05138888888889,156.56861111111112,0.24074074074074074074,3.6157407407407407,0.99539170506912442396,19,4,f,f,t,f
562fc2f2c2863ab7e79a9e4388a58a14,Monitor,5,medium,insufficient,0,255,0,8659.25,8659.25,,0.00204968721111568081,23,1,1.00000000000000000000,0.32791766045415279633,255,0.96862745098039215686,23.650972222222222,82.91919444444446,0.09881422924901185771,4.2292490118577075,0.99215686274509803922,8,0,f,t,f,t
f262cbc1c910c83959f849465454ddd3,Monitor,5,medium,insufficient,0,167,0,8044.10,8044.10,,0.00190407817015742102,15,9,0.57556842903494486642,0.21137975455431353441,167,0.92814371257485029940,22.841805555555556,69.19138888888888,0.14457831325301204819,4.1867469879518072,0.99401197604790419162,12,0,f,f,f,f
640e21a7d01df7614a3b4923e990d40c,Monitor,5,medium,insufficient,0,115,0,7528.89,7528.89,,0.00178212542043441846,13,1,1.00000000000000000000,0.24412908925711933578,115,0.95652173913043478261,21.599444444444444,71.069,0.07826086956521739130,4.3304347826086957,1.00000000000000000000,5,0,f,t,f,t
4830e40640734fc1c52cd21127c341d4,Monitor,5,medium,insufficient,4,158,201.00,7352.73,7151.73,35.5807462686567164,0.00169284978703148054,18,9,0.52111392639196597726,0.23645919221415234824,158,0.95569620253164556962,29.030833333333334,74.37805555555556,0.10126582278481012658,4.2151898734177215,1.00000000000000000000,7,0,f,t,f,f
9b013e03b2ab786505a1d3b5c0756754,Monitor,5,medium,insufficient,0,137,0,7054.66,7054.66,,0.00166987283896057381,8,6,0.40212710463721851939,0.22469107038451901055,137,0.97080291970802919708,41.08916666666667,111.07530555555557,0.11678832116788321168,4.2554744525547445,1.00000000000000000000,4,0,f,t,f,f
897060da8b9a21f655304d50fd935913,Monitor,5,medium,exploratory,82,124,7232.19,6942.87,-289.32,-0.04000447997079722740,-0.000068483471884977194391,12,3,0.95251531427205175957,0.27596002532049510536,124,0.84677419354838709677,48.069722222222225,100.12738888888889,0.20967741935483870968,3.7177419354838710,1.00000000000000000000,19,10,f,f,t,f
128639473a139ac0f3e5f5ade55873a5,Monitor,5,medium,exploratory,90,299,1779.45,6929.10,5149.65,2.8939559976397201,0.00121894757013850688,19,4,0.92443463076012757790,0.44735337210072076714,299,0.94314381270903010033,35.00083333333333,99.80311111111112,0.11525423728813559322,4.1694915254237288,0.98662207357859531773,17,0,f,t,f,f
85d9eb9ddc5d00ca9336a2219c97bb13,Monitor,5,medium,medium,199,217,5872.30,6599.34,727.04,0.12380838853600803774,0.00017209395617051645,19,5,0.92880803231838335349,0.36058793037462636676,217,0.97235023041474654378,184.49694444444444,369.1312222222224,0.11574074074074074074,4.1018518518518519,0.99539170506912442396,6,0,f,t,f,t
4c2b230173bb36f9b240f2b8ac11786e,Monitor,5,medium,exploratory,64,107,2856.79,6521.10,3664.31,1.2826669093633064,0.00086736026151956582,15,1,1.00000000000000000000,0.20487577670044968152,107,0.86915887850467289720,116.25375,161.80041666666668,0.23584905660377358491,3.6981132075471698,0.99065420560747663551,14,6,f,f,t,t
cab85505710c7cb9b720bceb52b01cee,Monitor,5,medium,exploratory,66,104,3558.30,5759.50,2201.20,0.61861001039822387095,0.00052103490361264966,20,1,1.00000000000000000000,0.19958919796322237787,104,0.96153846153846153846,44.49638888888889,108.53844444444445,0.04854368932038834951,4.3980582524271845,0.99038461538461538462,4,0,f,t,f,t
